"Classification_ID","Run_ID","US_ID","Condition","Question_ID","Segment_ID","Question_Original","Gap_Normalized","Contextual_Category","Coverage","Functional_Relevance","Evidence","Justification","Judge_ID","Adjudication_Status"
"CLS0024","US02_C0_R3","US02","C0","Q04","S01","What should happen when ZIP-to-coordinate lookup fails for an otherwise valid ZIP code?","","","","","","","","Pending"
"CLS0025","US02_C0_R3","US02","C0","Q05","S01","Must users be able to filter results by accepted recyclable material?","","","","","","","","Pending"
"CLS0026","US02_C0_R3","US02","C0","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0027","US02_C0_R3","US02","C0","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each result?","","","","","","","","Pending"
"CLS0028","US02_C0_R3","US02","C0","Q08","S01","[NEEDS CLARIFICATION] How should facilities with the same calculated distance be ordered?","","","","","","","","Pending"
"CLS0029","US02_C0_R3","US02","C0","Q09","S01","[NEEDS CLARIFICATION] What should happen when ZIP-to-coordinate lookup fails for an otherwise valid ZIP code?","","","","","","","","Pending"
"CLS0030","US02_C0_R3","US02","C0","Q10","S01","[NEEDS CLARIFICATION] Must users be able to filter results by accepted recyclable material?","","","","","","","","Pending"
"CLS0031","US02_C0_R4","US02","C0","Q01","S01","What facility information must each search result display so the user can decide which facilities to consider? Answer in <=5 words.","","","","","","","","Pending"
"CLS0032","US02_C0_R4","US02","C0","Q02","S01","What ZIP code formats are valid for this feature?","","","","","","","","Pending"
"CLS0033","US02_C0_R4","US02","C0","Q03","S01","If multiple facilities have the same calculated distance, how should they be ordered? Answer in <=5 words.","","","","","","","","Pending"
"CLS0034","US02_C0_R4","US02","C0","Q04","S01","What should happen when ZIP code geocoding fails for a syntactically valid ZIP code?","","","","","","","","Pending"
"CLS0035","US02_C0_R4","US02","C0","Q05","S01","What is the authoritative source for facility active and verified status? Answer in <=5 words.","","","","","","","","Pending"
"CLS0036","US02_C0_R4","US02","C0","Q06","S01","[NEEDS CLARIFICATION] What ZIP code formats are valid for this feature?","","","","","","","","Pending"
"CLS0037","US02_C0_R4","US02","C0","Q07","S01","[NEEDS CLARIFICATION] What should happen when ZIP code geocoding fails for a syntactically valid ZIP code?","","","","","","","","Pending"
"CLS0038","US02_C0_R5","US02","C0","Q01","S01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0039","US02_C0_R5","US02","C0","Q02","S01","What facility details must each search result display so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0040","US02_C0_R5","US02","C0","Q03","S01","What defines a facility as “verified” for eligibility: explicit verified flag, trusted data source membership, or another rule?","","","","","","","","Pending"
"CLS0041","US02_C0_R5","US02","C0","Q04","S01","When multiple facilities have the same distance, what tie-breaker should determine their order?","","","","","","","","Pending"
"CLS0042","US02_C0_R5","US02","C0","Q05","S01","If a syntactically valid ZIP code cannot be geocoded, should the user see the same invalid ZIP message or a distinct “ZIP code not found” message?","","","","","","","","Pending"
"CLS0043","US02_C0_R5","US02","C0","Q06","S01","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0044","US02_C0_R5","US02","C0","Q07","S01","[NEEDS CLARIFICATION] What facility details must each search result display so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0045","US02_C0_R5","US02","C0","Q08","S01","[NEEDS CLARIFICATION] What defines a facility as “verified” for eligibility: explicit verified flag, trusted data source membership, or another rule?","","","","","","","","Pending"
"CLS0046","US02_C0_R5","US02","C0","Q09","S01","[NEEDS CLARIFICATION] When multiple facilities have the same distance, what tie-breaker should determine their order?","","","","","","","","Pending"
"CLS0047","US02_C0_R5","US02","C0","Q10","S01","[NEEDS CLARIFICATION] If a syntactically valid ZIP code cannot be geocoded, should the user see the same invalid ZIP message or a distinct “ZIP code not found” message?","","","","","","","","Pending"
"CLS0048","US02_CD_R1","US02","CD","Q01","S01","What facility details must each search result display so users can decide which facilities to consider? Answer in <=5 words.","","","","","","","","Pending"
"CLS0049","US02_CD_R1","US02","CD","Q02","S01","Which ZIP code formats are valid for search input: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0050","US02_CD_R1","US02","CD","Q03","S01","When multiple facilities have the same calculated distance, what secondary ordering should be used? Answer in <=5 words.","","","","","","","","Pending"
"CLS0051","US02_CD_R1","US02","CD","Q04","S01","What message or behavior should occur when a syntactically valid ZIP code cannot be geocoded? Answer in <=5 words.","","","","","","","","Pending"
"CLS0052","US02_CD_R1","US02","CD","Q05","S01","Should the search support only U.S. ZIP codes, or include other postal code systems?","","","","","","","","Pending"
"CLS0053","US02_CD_R1","US02","CD","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats are valid for search input: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0054","US02_CD_R1","US02","CD","Q07","S01","[NEEDS CLARIFICATION] Should the search support only U.S. ZIP codes, or include other postal code systems?","","","","","","","","Pending"
"CLS0055","US02_CD_R2","US02","CD","Q01","S01","Should valid ZIP code input accept only 5-digit U.S. ZIP codes, or also ZIP+4 formats?","","","","","","","","Pending"
"CLS0056","US02_CD_R2","US02","CD","Q02","S01","What facility details must be shown in each search result, such as name, address, distance, accepted materials, phone, or website?","","","","","","","","Pending"
"CLS0057","US02_CD_R2","US02","CD","Q03","S01","What should determine ordering when multiple facilities have the same calculated distance?","","","","","","","","Pending"
"CLS0058","US02_CD_R2","US02","CD","Q04","S01","What data source or directory is authoritative for facility records and ZIP-code-to-coordinate lookup?","","","","","","","","Pending"
"CLS0059","US02_CD_R2","US02","CD","Q05","S01","What user-facing message should be shown when a syntactically valid ZIP code cannot be converted to coordinates?","","","","","","","","Pending"
"CLS0060","US02_CD_R2","US02","CD","Q06","S01","[NEEDS CLARIFICATION] Should valid ZIP code input accept only 5-digit U.S. ZIP codes, or also ZIP+4 formats?","","","","","","","","Pending"
"CLS0061","US02_CD_R2","US02","CD","Q07","S01","[NEEDS CLARIFICATION] What facility details must be shown in each search result, such as name, address, distance, accepted materials, phone, or website?","","","","","","","","Pending"
"CLS0062","US02_CD_R2","US02","CD","Q08","S01","[NEEDS CLARIFICATION] What should determine ordering when multiple facilities have the same calculated distance?","","","","","","","","Pending"
"CLS0063","US02_CD_R2","US02","CD","Q09","S01","[NEEDS CLARIFICATION] What data source or directory is authoritative for facility records and ZIP-code-to-coordinate lookup?","","","","","","","","Pending"
"CLS0064","US02_CD_R2","US02","CD","Q10","S01","[NEEDS CLARIFICATION] What user-facing message should be shown when a syntactically valid ZIP code cannot be converted to coordinates?","","","","","","","","Pending"
"CLS0065","US02_CD_R3","US02","CD","Q01","S01","What facility details must each search result display? Answer in <=5 words.","","","","","","","","Pending"
"CLS0066","US02_CD_R3","US02","CD","Q02","S01","Which ZIP code formats are accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0067","US02_CD_R3","US02","CD","Q03","S01","How should facilities with identical calculated distance be ordered? Answer in <=5 words.","","","","","","","","Pending"
"CLS0068","US02_CD_R3","US02","CD","Q04","S01","What should happen when a syntactically valid ZIP code cannot be geocoded? Answer in <=5 words.","","","","","","","","Pending"
"CLS0069","US02_CD_R3","US02","CD","Q05","S01","What is the required source or freshness standard for facility verification status? Answer in <=5 words.","","","","","","","","Pending"
"CLS0070","US02_CD_R3","US02","CD","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats are accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0071","US02_CD_R4","US02","CD","Q01","S01","Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0072","US02_CD_R4","US02","CD","Q02","S01","What facility details must appear in each result?","","","","","","","","Pending"
"CLS0073","US02_CD_R4","US02","CD","Q03","S01","What should break ties when facilities have the same distance?","","","","","","","","Pending"
"CLS0074","US02_CD_R4","US02","CD","Q04","S01","What source validates ZIP codes and provides ZIP center coordinates?","","","","","","","","Pending"
"CLS0075","US02_CD_R4","US02","CD","Q05","S01","How current must facility active/verified status be for search eligibility?","","","","","","","","Pending"
"CLS0076","US02_CD_R4","US02","CD","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0077","US02_CD_R4","US02","CD","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each result?","","","","","","","","Pending"
"CLS0078","US02_CD_R4","US02","CD","Q08","S01","[NEEDS CLARIFICATION] What should break ties when facilities have the same distance?","","","","","","","","Pending"
"CLS0079","US02_CD_R4","US02","CD","Q09","S01","[NEEDS CLARIFICATION] What source validates ZIP codes and provides ZIP center coordinates?","","","","","","","","Pending"
"CLS0080","US02_CD_R4","US02","CD","Q10","S01","[NEEDS CLARIFICATION] How current must facility active/verified status be for search eligibility?","","","","","","","","Pending"
"CLS0081","US02_CD_R5","US02","CD","Q01","S01","What ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0082","US02_CD_R5","US02","CD","Q02","S01","What facility details must each search result display?","","","","","","","","Pending"
"CLS0083","US02_CD_R5","US02","CD","Q03","S01","How should facilities with identical calculated distances be ordered?","","","","","","","","Pending"
"CLS0084","US02_CD_R5","US02","CD","Q04","S01","What should happen when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0085","US02_CD_R5","US02","CD","Q05","S01","What is the required source of facility data?","","","","","","","","Pending"
"CLS0086","US02_CD_R5","US02","CD","Q06","S01","[NEEDS CLARIFICATION] What ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0087","US02_CD_R5","US02","CD","Q07","S01","[NEEDS CLARIFICATION] What facility details must each search result display?","","","","","","","","Pending"
"CLS0088","US02_CD_R5","US02","CD","Q08","S01","[NEEDS CLARIFICATION] How should facilities with identical calculated distances be ordered?","","","","","","","","Pending"
"CLS0089","US02_CD_R5","US02","CD","Q09","S01","[NEEDS CLARIFICATION] What should happen when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0090","US02_CD_R5","US02","CD","Q10","S01","[NEEDS CLARIFICATION] What is the required source of facility data?","","","","","","","","Pending"
"CLS0091","US02_CL_R1","US02","CL","Q01","S01","Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0092","US02_CL_R1","US02","CL","Q02","S01","What facility details must each result display so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0093","US02_CL_R1","US02","CL","Q03","S01","What is the authoritative source for facility active/verified status and coordinates?","","","","","","","","Pending"
"CLS0094","US02_CL_R1","US02","CL","Q04","S01","How should facilities with identical calculated distances be ordered?","","","","","","","","Pending"
"CLS0095","US02_CL_R1","US02","CL","Q05","S01","What user-facing behavior is required when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0096","US02_CL_R1","US02","CL","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0097","US02_CL_R1","US02","CL","Q07","S01","[NEEDS CLARIFICATION] What facility details must each result display so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0098","US02_CL_R1","US02","CL","Q08","S01","[NEEDS CLARIFICATION] What is the authoritative source for facility active/verified status and coordinates?","","","","","","","","Pending"
"CLS0099","US02_CL_R1","US02","CL","Q09","S01","[NEEDS CLARIFICATION] How should facilities with identical calculated distances be ordered?","","","","","","","","Pending"
"CLS0100","US02_CL_R1","US02","CL","Q10","S01","[NEEDS CLARIFICATION] What user-facing behavior is required when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0101","US02_CL_R2","US02","CL","Q01","S01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0102","US02_CL_R2","US02","CL","Q02","S01","What facility details must each result display so the user can decide which facilities to consider?","","","","","","","","Pending"
"CLS0103","US02_CL_R2","US02","CL","Q03","S01","How should ties be ordered when multiple facilities have the same calculated distance?","","","","","","","","Pending"
"CLS0104","US02_CL_R2","US02","CL","Q04","S01","What is the authoritative source for converting ZIP codes to geographic coordinates?","","","","","","","","Pending"
"CLS0105","US02_CL_R2","US02","CL","Q05","S01","What should happen if the facility directory or ZIP geocoding data is temporarily unavailable?","","","","","","","","Pending"
"CLS0106","US02_CL_R2","US02","CL","Q06","S01","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0107","US02_CL_R2","US02","CL","Q07","S01","[NEEDS CLARIFICATION] What facility details must each result display so the user can decide which facilities to consider?","","","","","","","","Pending"
"CLS0108","US02_CL_R2","US02","CL","Q08","S01","[NEEDS CLARIFICATION] How should ties be ordered when multiple facilities have the same calculated distance?","","","","","","","","Pending"
"CLS0109","US02_CL_R2","US02","CL","Q09","S01","[NEEDS CLARIFICATION] What is the authoritative source for converting ZIP codes to geographic coordinates?","","","","","","","","Pending"
"CLS0110","US02_CL_R2","US02","CL","Q10","S01","[NEEDS CLARIFICATION] What should happen if the facility directory or ZIP geocoding data is temporarily unavailable?","","","","","","","","Pending"
"CLS0111","US02_CL_R3","US02","CL","Q01","S01","Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0112","US02_CL_R3","US02","CL","Q02","S01","What facility details must appear in each result so the user can decide which facilities to consider?","","","","","","","","Pending"
"CLS0113","US02_CL_R3","US02","CL","Q03","S01","What should determine facility ordering when multiple facilities have the same distance?","","","","","","","","Pending"
"CLS0114","US02_CL_R3","US02","CL","Q04","S01","What source of truth defines whether a recycling facility is registered, active, and verified?","","","","","","","","Pending"
"CLS0115","US02_CL_R3","US02","CL","Q05","S01","What should happen when ZIP-to-coordinate lookup fails for a syntactically valid ZIP code?","","","","","","","","Pending"
"CLS0116","US02_CL_R3","US02","CL","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0117","US02_CL_R3","US02","CL","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each result so the user can decide which facilities to consider?","","","","","","","","Pending"
"CLS0118","US02_CL_R3","US02","CL","Q08","S01","[NEEDS CLARIFICATION] What should determine facility ordering when multiple facilities have the same distance?","","","","","","","","Pending"
"CLS0119","US02_CL_R3","US02","CL","Q09","S01","[NEEDS CLARIFICATION] What source of truth defines whether a recycling facility is registered, active, and verified?","","","","","","","","Pending"
"CLS0120","US02_CL_R3","US02","CL","Q10","S01","[NEEDS CLARIFICATION] What should happen when ZIP-to-coordinate lookup fails for a syntactically valid ZIP code?","","","","","","","","Pending"
"CLS0121","US02_CL_R4","US02","CL","Q01","S01","Which ZIP formats are valid: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0122","US02_CL_R4","US02","CL","Q02","S01","What facility details must each result show so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0123","US02_CL_R4","US02","CL","Q03","S01","What should happen when a syntactically valid ZIP code cannot be converted to coordinates?","","","","","","","","Pending"
"CLS0124","US02_CL_R4","US02","CL","Q04","S01","How should facilities with the same calculated distance be ordered?","","","","","","","","Pending"
"CLS0125","US02_CL_R4","US02","CL","Q05","S01","What source is authoritative for ZIP coordinates and facility directory data?","","","","","","","","Pending"
"CLS0126","US02_CL_R4","US02","CL","Q06","S01","[NEEDS CLARIFICATION] Which ZIP formats are valid: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0127","US02_CL_R4","US02","CL","Q07","S01","[NEEDS CLARIFICATION] What facility details must each result show so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0128","US02_CL_R4","US02","CL","Q08","S01","[NEEDS CLARIFICATION] What should happen when a syntactically valid ZIP code cannot be converted to coordinates?","","","","","","","","Pending"
"CLS0129","US02_CL_R4","US02","CL","Q09","S01","[NEEDS CLARIFICATION] How should facilities with the same calculated distance be ordered?","","","","","","","","Pending"
"CLS0130","US02_CL_R4","US02","CL","Q10","S01","[NEEDS CLARIFICATION] What source is authoritative for ZIP coordinates and facility directory data?","","","","","","","","Pending"
"CLS0131","US02_CL_R5","US02","CL","Q01","S01","Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0132","US02_CL_R5","US02","CL","Q02","S01","What facility details must appear in each search result?","","","","","","","","Pending"
"CLS0133","US02_CL_R5","US02","CL","Q03","S01","How should facilities with identical distances be ordered?","","","","","","","","Pending"
"CLS0134","US02_CL_R5","US02","CL","Q04","S01","What source determines whether a ZIP code is valid and geocodable?","","","","","","","","Pending"
"CLS0135","US02_CL_R5","US02","CL","Q05","S01","What uniquely identifies a recycling facility in the directory?","","","","","","","","Pending"
"CLS0136","US02_CL_R5","US02","CL","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0137","US02_CL_R5","US02","CL","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each search result?","","","","","","","","Pending"
"CLS0138","US02_CL_R5","US02","CL","Q08","S01","[NEEDS CLARIFICATION] How should facilities with identical distances be ordered?","","","","","","","","Pending"
"CLS0139","US02_CL_R5","US02","CL","Q09","S01","[NEEDS CLARIFICATION] What source determines whether a ZIP code is valid and geocodable?","","","","","","","","Pending"
"CLS0140","US02_CL_R5","US02","CL","Q10","S01","[NEEDS CLARIFICATION] What uniquely identifies a recycling facility in the directory?","","","","","","","","Pending"
"CLS0141","US02_CO_R1","US02","CO","Q01","S01","Should search results require facilities to be both active and verified, or only active? Answer in <=5 words.","","","","","","","","Pending"
"CLS0142","US02_CO_R1","US02","CO","Q02","S01","What ZIP code formats are valid for search input: 5-digit only, ZIP+4, or both? Answer in <=5 words.","","","","","","","","Pending"
"CLS0143","US02_CO_R1","US02","CO","Q03","S01","What facility details must each result display so users can decide which facilities to consider? Answer in <=5 words.","","","","","","","","Pending"
"CLS0144","US02_CO_R1","US02","CO","Q04","S01","How should facilities with identical calculated distances be ordered? Answer in <=5 words.","","","","","","","","Pending"
"CLS0145","US02_CO_R1","US02","CO","Q05","S01","What should happen when a syntactically valid ZIP code cannot be converted to coordinates? Answer in <=5 words.","","","","","","","","Pending"
"CLS0146","US02_CO_R2","US02","CO","Q01","S01","What facility details must each search result display? Answer in <=5 words.","","","","","","","","Pending"
"CLS0147","US02_CO_R2","US02","CO","Q02","S01","Which ZIP code formats are valid: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0148","US02_CO_R2","US02","CO","Q03","S01","If multiple facilities have the same distance, what tie-breaker should determine ordering? Answer in <=5 words.","","","","","","","","Pending"
"CLS0149","US02_CO_R2","US02","CO","Q04","S01","Should results exclude unverified facilities, or only inactive facilities?","","","","","","","","Pending"
"CLS0150","US02_CO_R2","US02","CO","Q05","S01","What message should be shown when a valid ZIP code cannot be geocoded? Answer in <=5 words.","","","","","","","","Pending"
"CLS0151","US02_CO_R2","US02","CO","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats are valid: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0152","US02_CO_R2","US02","CO","Q07","S01","[NEEDS CLARIFICATION] Should results exclude unverified facilities, or only inactive facilities?","","","","","","","","Pending"
"CLS0153","US02_CO_R3","US02","CO","Q01","S01","Which ZIP code formats must be accepted? Answer in <=5 words.","","","","","","","","Pending"
"CLS0154","US02_CO_R3","US02","CO","Q02","S01","What facility details must appear in each search result so users can decide which facilities to consider? Answer in <=5 words.","","","","","","","","Pending"
"CLS0155","US02_CO_R3","US02","CO","Q03","S01","What is the authoritative source for facility location, active status, and verification status? Answer in <=5 words.","","","","","","","","Pending"
"CLS0156","US02_CO_R3","US02","CO","Q04","S01","How should facilities with the same calculated distance be ordered? Answer in <=5 words.","","","","","","","","Pending"
"CLS0157","US02_CO_R3","US02","CO","Q05","S01","What user-facing feedback should appear when a syntactically valid ZIP code cannot be geocoded? Answer in <=5 words.","","","","","","","","Pending"
"CLS0158","US02_CO_R4","US02","CO","Q01","S01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0159","US02_CO_R4","US02","CO","Q02","S01","What user-visible facility details must appear in each result item?","","","","","","","","Pending"
"CLS0160","US02_CO_R4","US02","CO","Q03","S01","If multiple facilities have the same distance, what secondary ordering should be used?","","","","","","","","Pending"
"CLS0161","US02_CO_R4","US02","CO","Q04","S01","What should happen when ZIP code geocoding fails after syntactic validation?","","","","","","","","Pending"
"CLS0162","US02_CO_R4","US02","CO","Q05","S01","What source or rule determines whether a facility is “verified”?","","","","","","","","Pending"
"CLS0163","US02_CO_R4","US02","CO","Q06","S01","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0164","US02_CO_R4","US02","CO","Q07","S01","[NEEDS CLARIFICATION] What user-visible facility details must appear in each result item?","","","","","","","","Pending"
"CLS0165","US02_CO_R4","US02","CO","Q08","S01","[NEEDS CLARIFICATION] If multiple facilities have the same distance, what secondary ordering should be used?","","","","","","","","Pending"
"CLS0166","US02_CO_R4","US02","CO","Q09","S01","[NEEDS CLARIFICATION] What should happen when ZIP code geocoding fails after syntactic validation?","","","","","","","","Pending"
"CLS0167","US02_CO_R4","US02","CO","Q10","S01","[NEEDS CLARIFICATION] What source or rule determines whether a facility is “verified”?","","","","","","","","Pending"
"CLS0168","US02_CO_R5","US02","CO","Q01","S01","Should search accept only 5-digit US ZIP codes, or also ZIP+4 format?","","","","","","","","Pending"
"CLS0169","US02_CO_R5","US02","CO","Q02","S01","What facility details must be shown in each result so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0170","US02_CO_R5","US02","CO","Q03","S01","Should results exclude unverified facilities, or only inactive facilities?","","","","","","","","Pending"
"CLS0171","US02_CO_R5","US02","CO","Q04","S01","How should facilities with the same calculated distance be ordered?","","","","","","","","Pending"
"CLS0172","US02_CO_R5","US02","CO","Q05","S01","What user-facing feedback is required when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0173","US02_CO_R5","US02","CO","Q06","S01","[NEEDS CLARIFICATION] Should search accept only 5-digit US ZIP codes, or also ZIP+4 format?","","","","","","","","Pending"
"CLS0174","US02_CO_R5","US02","CO","Q07","S01","[NEEDS CLARIFICATION] What facility details must be shown in each result so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0175","US02_CO_R5","US02","CO","Q08","S01","[NEEDS CLARIFICATION] Should results exclude unverified facilities, or only inactive facilities?","","","","","","","","Pending"
"CLS0176","US02_CO_R5","US02","CO","Q09","S01","[NEEDS CLARIFICATION] How should facilities with the same calculated distance be ordered?","","","","","","","","Pending"
"CLS0177","US02_CO_R5","US02","CO","Q10","S01","[NEEDS CLARIFICATION] What user-facing feedback is required when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0178","US02_CS_R1","US02","CS","Q01","S01","Which ZIP code formats are valid search inputs? Options: A) 5-digit US ZIP only, B) 5-digit ZIP and ZIP+4, C) Any postal code supported by geocoding service.","","","","","","","","Pending"
"CLS0179","US02_CS_R1","US02","CS","Q02","S01","What facility details must appear in each result item? Answer in <=5 words.","","","","","","","","Pending"
"CLS0180","US02_CS_R1","US02","CS","Q03","S01","If multiple facilities have the same distance, how should ties be ordered? Options: A) Alphabetically by facility name, B) Directory order, C) No guaranteed order.","","","","","","","","Pending"
"CLS0181","US02_CS_R1","US02","CS","Q04","S01","What should happen if the Geocoding Service or Facility Directory is unavailable? Options: A) Show temporary error, B) Show no results, C) Retry automatically then error.","","","","","","","","Pending"
"CLS0182","US02_CS_R1","US02","CS","Q05","S01","Should users be able to change the 25-mile search radius? Options: A) Fixed at 25 miles, B) User-selectable radius, C) Configurable but not user-facing.","","","","","","","","Pending"
"CLS0183","US02_CS_R2","US02","CS","Q01","S01","Which ZIP code formats are valid for search input: 5-digit ZIP only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0184","US02_CS_R2","US02","CS","Q02","S01","What facility details must appear in each result so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0185","US02_CS_R2","US02","CS","Q03","S01","When multiple facilities have the same calculated distance, what tie-breaker should determine their order?","","","","","","","","Pending"
"CLS0186","US02_CS_R2","US02","CS","Q04","S01","What should the user see when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
