"Run_ID","US_ID","Condition","Question_ID","Question_Original","Source_File","Review_Status"
"US02_C0_R3","US02","C0","Q09","[NEEDS CLARIFICATION] What should happen when ZIP-to-coordinate lookup fails for an otherwise valid ZIP code?","runs\US02_C0_R3\output.md","Check"
"US02_C0_R3","US02","C0","Q10","[NEEDS CLARIFICATION] Must users be able to filter results by accepted recyclable material?","runs\US02_C0_R3\output.md","Check"
"US02_C0_R4","US02","C0","Q01","What facility information must each search result display so the user can decide which facilities to consider? Answer in <=5 words.","runs\US02_C0_R4\output.md","Check"
"US02_C0_R4","US02","C0","Q02","What ZIP code formats are valid for this feature?","runs\US02_C0_R4\output.md","Check"
"US02_C0_R4","US02","C0","Q03","If multiple facilities have the same calculated distance, how should they be ordered? Answer in <=5 words.","runs\US02_C0_R4\output.md","Check"
"US02_C0_R4","US02","C0","Q04","What should happen when ZIP code geocoding fails for a syntactically valid ZIP code?","runs\US02_C0_R4\output.md","Check"
"US02_C0_R4","US02","C0","Q05","What is the authoritative source for facility active and verified status? Answer in <=5 words.","runs\US02_C0_R4\output.md","Check"
"US02_C0_R4","US02","C0","Q06","[NEEDS CLARIFICATION] What ZIP code formats are valid for this feature?","runs\US02_C0_R4\output.md","Check"
"US02_C0_R4","US02","C0","Q07","[NEEDS CLARIFICATION] What should happen when ZIP code geocoding fails for a syntactically valid ZIP code?","runs\US02_C0_R4\output.md","Check"
"US02_C0_R5","US02","C0","Q01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q02","What facility details must each search result display so users can decide which facilities to consider?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q03","What defines a facility as “verified” for eligibility: explicit verified flag, trusted data source membership, or another rule?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q04","When multiple facilities have the same distance, what tie-breaker should determine their order?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q05","If a syntactically valid ZIP code cannot be geocoded, should the user see the same invalid ZIP message or a distinct “ZIP code not found” message?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q06","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q07","[NEEDS CLARIFICATION] What facility details must each search result display so users can decide which facilities to consider?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q08","[NEEDS CLARIFICATION] What defines a facility as “verified” for eligibility: explicit verified flag, trusted data source membership, or another rule?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q09","[NEEDS CLARIFICATION] When multiple facilities have the same distance, what tie-breaker should determine their order?","runs\US02_C0_R5\output.md","Check"
"US02_C0_R5","US02","C0","Q10","[NEEDS CLARIFICATION] If a syntactically valid ZIP code cannot be geocoded, should the user see the same invalid ZIP message or a distinct “ZIP code not found” message?","runs\US02_C0_R5\output.md","Check"
"US02_CD_R1","US02","CD","Q01","What facility details must each search result display so users can decide which facilities to consider? Answer in <=5 words.","runs\US02_CD_R1\output.md","Check"
"US02_CD_R1","US02","CD","Q02","Which ZIP code formats are valid for search input: 5-digit only, ZIP+4, or both?","runs\US02_CD_R1\output.md","Check"
"US02_CD_R1","US02","CD","Q03","When multiple facilities have the same calculated distance, what secondary ordering should be used? Answer in <=5 words.","runs\US02_CD_R1\output.md","Check"
"US02_CD_R1","US02","CD","Q04","What message or behavior should occur when a syntactically valid ZIP code cannot be geocoded? Answer in <=5 words.","runs\US02_CD_R1\output.md","Check"
"US02_CD_R1","US02","CD","Q05","Should the search support only U.S. ZIP codes, or include other postal code systems?","runs\US02_CD_R1\output.md","Check"
"US02_CD_R1","US02","CD","Q06","[NEEDS CLARIFICATION] Which ZIP code formats are valid for search input: 5-digit only, ZIP+4, or both?","runs\US02_CD_R1\output.md","Check"
"US02_CD_R1","US02","CD","Q07","[NEEDS CLARIFICATION] Should the search support only U.S. ZIP codes, or include other postal code systems?","runs\US02_CD_R1\output.md","Check"
"US02_CD_R2","US02","CD","Q01","Should valid ZIP code input accept only 5-digit U.S. ZIP codes, or also ZIP+4 formats?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q02","What facility details must be shown in each search result, such as name, address, distance, accepted materials, phone, or website?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q03","What should determine ordering when multiple facilities have the same calculated distance?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q04","What data source or directory is authoritative for facility records and ZIP-code-to-coordinate lookup?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q05","What user-facing message should be shown when a syntactically valid ZIP code cannot be converted to coordinates?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q06","[NEEDS CLARIFICATION] Should valid ZIP code input accept only 5-digit U.S. ZIP codes, or also ZIP+4 formats?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q07","[NEEDS CLARIFICATION] What facility details must be shown in each search result, such as name, address, distance, accepted materials, phone, or website?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q08","[NEEDS CLARIFICATION] What should determine ordering when multiple facilities have the same calculated distance?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q09","[NEEDS CLARIFICATION] What data source or directory is authoritative for facility records and ZIP-code-to-coordinate lookup?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R2","US02","CD","Q10","[NEEDS CLARIFICATION] What user-facing message should be shown when a syntactically valid ZIP code cannot be converted to coordinates?","runs\US02_CD_R2\output.md","Check"
"US02_CD_R3","US02","CD","Q01","What facility details must each search result display? Answer in <=5 words.","runs\US02_CD_R3\output.md","Check"
"US02_CD_R3","US02","CD","Q02","Which ZIP code formats are accepted: 5-digit only, ZIP+4, or both?","runs\US02_CD_R3\output.md","Check"
"US02_CD_R3","US02","CD","Q03","How should facilities with identical calculated distance be ordered? Answer in <=5 words.","runs\US02_CD_R3\output.md","Check"
"US02_CD_R3","US02","CD","Q04","What should happen when a syntactically valid ZIP code cannot be geocoded? Answer in <=5 words.","runs\US02_CD_R3\output.md","Check"
"US02_CD_R3","US02","CD","Q05","What is the required source or freshness standard for facility verification status? Answer in <=5 words.","runs\US02_CD_R3\output.md","Check"
"US02_CD_R3","US02","CD","Q06","[NEEDS CLARIFICATION] Which ZIP code formats are accepted: 5-digit only, ZIP+4, or both?","runs\US02_CD_R3\output.md","Check"
"US02_CD_R4","US02","CD","Q01","Which ZIP code formats must be accepted?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q02","What facility details must appear in each result?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q03","What should break ties when facilities have the same distance?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q04","What source validates ZIP codes and provides ZIP center coordinates?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q05","How current must facility active/verified status be for search eligibility?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q06","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q07","[NEEDS CLARIFICATION] What facility details must appear in each result?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q08","[NEEDS CLARIFICATION] What should break ties when facilities have the same distance?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q09","[NEEDS CLARIFICATION] What source validates ZIP codes and provides ZIP center coordinates?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R4","US02","CD","Q10","[NEEDS CLARIFICATION] How current must facility active/verified status be for search eligibility?","runs\US02_CD_R4\output.md","Check"
"US02_CD_R5","US02","CD","Q01","What ZIP code formats must be accepted?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q02","What facility details must each search result display?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q03","How should facilities with identical calculated distances be ordered?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q04","What should happen when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q05","What is the required source of facility data?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q06","[NEEDS CLARIFICATION] What ZIP code formats must be accepted?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q07","[NEEDS CLARIFICATION] What facility details must each search result display?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q08","[NEEDS CLARIFICATION] How should facilities with identical calculated distances be ordered?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q09","[NEEDS CLARIFICATION] What should happen when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CD_R5\output.md","Check"
"US02_CD_R5","US02","CD","Q10","[NEEDS CLARIFICATION] What is the required source of facility data?","runs\US02_CD_R5\output.md","Check"
"US02_CL_R1","US02","CL","Q01","Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or both?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q02","What facility details must each result display so users can decide which facilities to consider?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q03","What is the authoritative source for facility active/verified status and coordinates?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q04","How should facilities with identical calculated distances be ordered?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q05","What user-facing behavior is required when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q06","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or both?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q07","[NEEDS CLARIFICATION] What facility details must each result display so users can decide which facilities to consider?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q08","[NEEDS CLARIFICATION] What is the authoritative source for facility active/verified status and coordinates?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q09","[NEEDS CLARIFICATION] How should facilities with identical calculated distances be ordered?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R1","US02","CL","Q10","[NEEDS CLARIFICATION] What user-facing behavior is required when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CL_R1\output.md","Check"
"US02_CL_R2","US02","CL","Q01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q02","What facility details must each result display so the user can decide which facilities to consider?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q03","How should ties be ordered when multiple facilities have the same calculated distance?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q04","What is the authoritative source for converting ZIP codes to geographic coordinates?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q05","What should happen if the facility directory or ZIP geocoding data is temporarily unavailable?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q06","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q07","[NEEDS CLARIFICATION] What facility details must each result display so the user can decide which facilities to consider?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q08","[NEEDS CLARIFICATION] How should ties be ordered when multiple facilities have the same calculated distance?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q09","[NEEDS CLARIFICATION] What is the authoritative source for converting ZIP codes to geographic coordinates?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R2","US02","CL","Q10","[NEEDS CLARIFICATION] What should happen if the facility directory or ZIP geocoding data is temporarily unavailable?","runs\US02_CL_R2\output.md","Check"
"US02_CL_R3","US02","CL","Q01","Which ZIP code formats must be accepted?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q02","What facility details must appear in each result so the user can decide which facilities to consider?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q03","What should determine facility ordering when multiple facilities have the same distance?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q04","What source of truth defines whether a recycling facility is registered, active, and verified?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q05","What should happen when ZIP-to-coordinate lookup fails for a syntactically valid ZIP code?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q06","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q07","[NEEDS CLARIFICATION] What facility details must appear in each result so the user can decide which facilities to consider?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q08","[NEEDS CLARIFICATION] What should determine facility ordering when multiple facilities have the same distance?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q09","[NEEDS CLARIFICATION] What source of truth defines whether a recycling facility is registered, active, and verified?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R3","US02","CL","Q10","[NEEDS CLARIFICATION] What should happen when ZIP-to-coordinate lookup fails for a syntactically valid ZIP code?","runs\US02_CL_R3\output.md","Check"
"US02_CL_R4","US02","CL","Q01","Which ZIP formats are valid: 5-digit only, ZIP+4, or both?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q02","What facility details must each result show so users can decide which facilities to consider?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q03","What should happen when a syntactically valid ZIP code cannot be converted to coordinates?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q04","How should facilities with the same calculated distance be ordered?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q05","What source is authoritative for ZIP coordinates and facility directory data?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q06","[NEEDS CLARIFICATION] Which ZIP formats are valid: 5-digit only, ZIP+4, or both?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q07","[NEEDS CLARIFICATION] What facility details must each result show so users can decide which facilities to consider?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q08","[NEEDS CLARIFICATION] What should happen when a syntactically valid ZIP code cannot be converted to coordinates?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q09","[NEEDS CLARIFICATION] How should facilities with the same calculated distance be ordered?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R4","US02","CL","Q10","[NEEDS CLARIFICATION] What source is authoritative for ZIP coordinates and facility directory data?","runs\US02_CL_R4\output.md","Check"
"US02_CL_R5","US02","CL","Q01","Which ZIP code formats must be accepted?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q02","What facility details must appear in each search result?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q03","How should facilities with identical distances be ordered?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q04","What source determines whether a ZIP code is valid and geocodable?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q05","What uniquely identifies a recycling facility in the directory?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q06","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q07","[NEEDS CLARIFICATION] What facility details must appear in each search result?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q08","[NEEDS CLARIFICATION] How should facilities with identical distances be ordered?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q09","[NEEDS CLARIFICATION] What source determines whether a ZIP code is valid and geocodable?","runs\US02_CL_R5\output.md","Check"
"US02_CL_R5","US02","CL","Q10","[NEEDS CLARIFICATION] What uniquely identifies a recycling facility in the directory?","runs\US02_CL_R5\output.md","Check"
"US02_CO_R1","US02","CO","Q01","Should search results require facilities to be both active and verified, or only active? Answer in <=5 words.","runs\US02_CO_R1\output.md","Check"
"US02_CO_R1","US02","CO","Q02","What ZIP code formats are valid for search input: 5-digit only, ZIP+4, or both? Answer in <=5 words.","runs\US02_CO_R1\output.md","Check"
"US02_CO_R1","US02","CO","Q03","What facility details must each result display so users can decide which facilities to consider? Answer in <=5 words.","runs\US02_CO_R1\output.md","Check"
"US02_CO_R1","US02","CO","Q04","How should facilities with identical calculated distances be ordered? Answer in <=5 words.","runs\US02_CO_R1\output.md","Check"
"US02_CO_R1","US02","CO","Q05","What should happen when a syntactically valid ZIP code cannot be converted to coordinates? Answer in <=5 words.","runs\US02_CO_R1\output.md","Check"
"US02_CO_R2","US02","CO","Q01","What facility details must each search result display? Answer in <=5 words.","runs\US02_CO_R2\output.md","Check"
"US02_CO_R2","US02","CO","Q02","Which ZIP code formats are valid: 5-digit only, ZIP+4, or both?","runs\US02_CO_R2\output.md","Check"
"US02_CO_R2","US02","CO","Q03","If multiple facilities have the same distance, what tie-breaker should determine ordering? Answer in <=5 words.","runs\US02_CO_R2\output.md","Check"
"US02_CO_R2","US02","CO","Q04","Should results exclude unverified facilities, or only inactive facilities?","runs\US02_CO_R2\output.md","Check"
"US02_CO_R2","US02","CO","Q05","What message should be shown when a valid ZIP code cannot be geocoded? Answer in <=5 words.","runs\US02_CO_R2\output.md","Check"
"US02_CO_R2","US02","CO","Q06","[NEEDS CLARIFICATION] Which ZIP code formats are valid: 5-digit only, ZIP+4, or both?","runs\US02_CO_R2\output.md","Check"
"US02_CO_R2","US02","CO","Q07","[NEEDS CLARIFICATION] Should results exclude unverified facilities, or only inactive facilities?","runs\US02_CO_R2\output.md","Check"
"US02_CO_R3","US02","CO","Q01","Which ZIP code formats must be accepted? Answer in <=5 words.","runs\US02_CO_R3\output.md","Check"
"US02_CO_R3","US02","CO","Q02","What facility details must appear in each search result so users can decide which facilities to consider? Answer in <=5 words.","runs\US02_CO_R3\output.md","Check"
"US02_CO_R3","US02","CO","Q03","What is the authoritative source for facility location, active status, and verification status? Answer in <=5 words.","runs\US02_CO_R3\output.md","Check"
"US02_CO_R3","US02","CO","Q04","How should facilities with the same calculated distance be ordered? Answer in <=5 words.","runs\US02_CO_R3\output.md","Check"
"US02_CO_R3","US02","CO","Q05","What user-facing feedback should appear when a syntactically valid ZIP code cannot be geocoded? Answer in <=5 words.","runs\US02_CO_R3\output.md","Check"
"US02_CO_R4","US02","CO","Q01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q02","What user-visible facility details must appear in each result item?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q03","If multiple facilities have the same distance, what secondary ordering should be used?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q04","What should happen when ZIP code geocoding fails after syntactic validation?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q05","What source or rule determines whether a facility is “verified”?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q06","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q07","[NEEDS CLARIFICATION] What user-visible facility details must appear in each result item?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q08","[NEEDS CLARIFICATION] If multiple facilities have the same distance, what secondary ordering should be used?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q09","[NEEDS CLARIFICATION] What should happen when ZIP code geocoding fails after syntactic validation?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R4","US02","CO","Q10","[NEEDS CLARIFICATION] What source or rule determines whether a facility is “verified”?","runs\US02_CO_R4\output.md","Check"
"US02_CO_R5","US02","CO","Q01","Should search accept only 5-digit US ZIP codes, or also ZIP+4 format?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q02","What facility details must be shown in each result so users can decide which facilities to consider?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q03","Should results exclude unverified facilities, or only inactive facilities?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q04","How should facilities with the same calculated distance be ordered?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q05","What user-facing feedback is required when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q06","[NEEDS CLARIFICATION] Should search accept only 5-digit US ZIP codes, or also ZIP+4 format?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q07","[NEEDS CLARIFICATION] What facility details must be shown in each result so users can decide which facilities to consider?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q08","[NEEDS CLARIFICATION] Should results exclude unverified facilities, or only inactive facilities?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q09","[NEEDS CLARIFICATION] How should facilities with the same calculated distance be ordered?","runs\US02_CO_R5\output.md","Check"
"US02_CO_R5","US02","CO","Q10","[NEEDS CLARIFICATION] What user-facing feedback is required when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CO_R5\output.md","Check"
"US02_CS_R1","US02","CS","Q01","Which ZIP code formats are valid search inputs? Options: A) 5-digit US ZIP only, B) 5-digit ZIP and ZIP+4, C) Any postal code supported by geocoding service.","runs\US02_CS_R1\output.md","Check"
"US02_CS_R1","US02","CS","Q02","What facility details must appear in each result item? Answer in <=5 words.","runs\US02_CS_R1\output.md","Check"
"US02_CS_R1","US02","CS","Q03","If multiple facilities have the same distance, how should ties be ordered? Options: A) Alphabetically by facility name, B) Directory order, C) No guaranteed order.","runs\US02_CS_R1\output.md","Check"
"US02_CS_R1","US02","CS","Q04","What should happen if the Geocoding Service or Facility Directory is unavailable? Options: A) Show temporary error, B) Show no results, C) Retry automatically then error.","runs\US02_CS_R1\output.md","Check"
"US02_CS_R1","US02","CS","Q05","Should users be able to change the 25-mile search radius? Options: A) Fixed at 25 miles, B) User-selectable radius, C) Configurable but not user-facing.","runs\US02_CS_R1\output.md","Check"
"US02_CS_R2","US02","CS","Q01","Which ZIP code formats are valid for search input: 5-digit ZIP only, ZIP+4, or both?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q02","What facility details must appear in each result so users can decide which facilities to consider?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q03","When multiple facilities have the same calculated distance, what tie-breaker should determine their order?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q04","What should the user see when a syntactically valid ZIP code cannot be geocoded?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q05","What should happen if the Geocoding Service or Facility Directory is unavailable during search?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q06","[NEEDS CLARIFICATION] Which ZIP code formats are valid for search input: 5-digit ZIP only, ZIP+4, or both?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q07","[NEEDS CLARIFICATION] What facility details must appear in each result so users can decide which facilities to consider?","runs\US02_CS_R2\output.md","Check"
"US02_CS_R2","US02","CS","Q08","[NEEDS CLARIFICATION] When multiple facilities have the same calculated distance, what tie-breaker should determine their order?","runs\US02_CS_R2\output.md","Check"
